Year,Trimestre,Mois,Properties,Reservation number,Accomodation Rev,Occpancy Ratio,Average Night rate,Booking_Count,Average Night rate 2
2018,Trim 4,octobre,Moulin 3,1261,"€ 328,18","3,57 %",11.7207,1,"328,18 €"
2018,Trim 4,octobre,Moulin 3,1499,,,,1,
2018,Trim 4,octobre,Omaroo I Morzine,1034,,,,1,
2018,Trim 4,octobre,Omaroo I Morzine,1120,,,,1,
2018,Trim 4,octobre,Omaroo I Morzine,1177,"€ 1131,18","7,14 %",40.3993,1,"565,59 €"
2018,Trim 4,octobre,Omaroo I Morzine,1422,,,,1,
2018,Trim 4,octobre,Omaroo I Morzine,1541,,,,1,
2018,Trim 4,octobre,Omaroo I Morzine,1560,,,,1,
2018,Trim 4,octobre,Omaroo Il Morzine,1186,"€ 739,08","12,50 %",30.795,1,"246,36 €"
2018,Trim 4,octobre,Omaroo Il Morzine,1218,"€ 492,72","8,33 %",20.53,1,"164,24 €"
2018,Trim 4,octobre,Omaroo Il Morzine,1424,,,,1,
2018,Trim 4,octobre,Omaroo Il Morzine,1430,,,,1,
2018,Trim 4,octobre,Omaroo Il Morzine,1542,,,,1,
2018,Trim 4,octobre,Sugi Apartment Morzine,1337,,,,1,
2018,Trim 4,octobre,Sugi Apartment Morzine,1393,,,,1,
2018,Trim 4,octobre,Sugi Apartment Morzine,1425,,,,1,
2018,Trim 4,octobre,Sugi Apartment Morzine,605,"€ 703,64","7,14 %",25.13,1,"351,82 €"
2018,Trim 4,octobre,Sugi Apartment Morzine,892,,"0,00 %",,1,
2018,Trim 4,octobre,Takian Apartment Morzine,1336,"€ 243,64","3,57 %",8.7014,1,"243,64 €"
2018,Trim 4,octobre,Takian Apartment Morzine,1385,,,,1,
2018,Trim 4,octobre,Takian Apartment Morzine,1450,"€ 529,08","10,71 %",18.8957,1,"176,36 €"
2018,Trim 4,novembre,Abachi,1641,,,,1,
2018,Trim 4,novembre,Abachi,1679,,,,1,
2018,Trim 4,novembre,Abachi,1685,,,,1,
2018,Trim 4,novembre,Agba Apartment Morzine,1684,,,,1,
2018,Trim 4,novembre,Ipê Apartment Morzine,1636,,,,1,
2018,Trim 4,novembre,Iroko Apartment Morzine,1581,,,,1,
2018,Trim 4,novembre,Iroko Apartment Morzine,1643,,,,1,
2018,Trim 4,novembre,Karri Apartment Morzine,1580,,,,1,
2018,Trim 4,novembre,Karri Apartment Morzine,1655,,,,1,
2018,Trim 4,novembre,Le Rouge Chalet Morzine,1598,,,,1,
2018,Trim 4,novembre,Le Rouge Chalet Morzine,1723,,,,1,
2018,Trim 4,novembre,Lovoa Apartment Morzine,1577,,,,1,
2018,Trim 4,novembre,Moulin 1,1326,,,,1,
2018,Trim 4,novembre,Moulin 1,1583,,,,1,
2018,Trim 4,novembre,Moulin 1,1688,,,,1,
2018,Trim 4,novembre,Moulin 2,1524,,,,1,
2018,Trim 4,novembre,Moulin 2,1659,,,,1,
2018,Trim 4,novembre,Moulin 2,1687,,,,1,
2018,Trim 4,novembre,Moulin 3,1201,,,,1,
2018,Trim 4,novembre,Moulin 3,1686,,,,1,
2018,Trim 4,novembre,Moulin 3,1717,,,,1,
2018,Trim 4,novembre,Omaroo I Morzine,1571,,,,1,
2018,Trim 4,novembre,Omaroo I Morzine,1597,,,,1,
2018,Trim 4,novembre,Omaroo I Morzine,1599,,,,1,
2018,Trim 4,novembre,Omaroo I Morzine,1625,,,,1,
2018,Trim 4,novembre,Omaroo Il Morzine,1590,,,,1,
2018,Trim 4,novembre,Omaroo Il Morzine,1603,,,,1,
2018,Trim 4,novembre,Omaroo Il Morzine,1621,,,,1,
2018,Trim 4,novembre,Sugi Apartment Morzine,1594,,,,1,
2018,Trim 4,novembre,Takian Apartment Morzine,1564,,,,1,
2018,Trim 4,novembre,Takian Apartment Morzine,1612,,,,1,
2018,Trim 4,décembre,Agba Apartment Morzine,1230,"€ 389,58","18,75 %",24.3488,1,"55,65 €"
2018,Trim 4,décembre,Agba Apartment Morzine,1609,"€ 1232,72","12,50 %",77.045,1,"616,36 €"
2018,Trim 4,décembre,Ayan Apartment Morzine,1237,"€ 3003,64","25,00 %",187.7275,1,"750,91 €"
2018,Trim 4,décembre,Ayan Apartment Morzine,1742,,,,1,
2018,Trim 4,décembre,Ayan Apartment Morzine,1838,,,,1,
2018,Trim 4,décembre,Ayan Apartment Morzine,1855,,,,1,
2018,Trim 4,décembre,Ayan Apartment Morzine,1865,,,,1,
2018,Trim 4,décembre,Ayan Apartment Morzine,1898,"€ 2465,44","25,00 %",154.09,1,"616,36 €"
2018,Trim 4,décembre,Catalpa Apartment Morzine,1163,"€ 1814,56","25,00 %",113.41,1,"362,91 €"
2018,Trim 4,décembre,Catalpa Apartment Morzine,1408,,,,1,
2018,Trim 4,décembre,Catalpa Apartment Morzine,1739,,,,1,
2018,Trim 4,décembre,Catalpa Apartment Morzine,1840,,,,1,
2018,Trim 4,décembre,Ipê Apartment Morzine,1351,"€ 2302,74","31,25 %",143.9213,1,"460,55 €"
2018,Trim 4,décembre,Ipê Apartment Morzine,1508,,,,1,
2018,Trim 4,décembre,Ipê Apartment Morzine,1995,"€ 1018,18","12,50 %",63.6363,1,"509,09 €"
2018,Trim 4,décembre,Ipê Apartment Morzine,2024,,,,1,
2018,Trim 4,décembre,Ipê Apartment Morzine,686,"€ 1450,92","18,75 %",90.6825,1,"207,27 €"
2018,Trim 4,décembre,Iroko Apartment Morzine,1239,"€ 1950,00","31,25 %",121.875,1,"390,00 €"
2018,Trim 4,décembre,Iroko Apartment Morzine,1737,"€ 690,90","18,75 %",43.1813,1,"230,30 €"
2018,Trim 4,décembre,Iroko Apartment Morzine,1738,"€ 780,00","12,50 %",48.75,1,"390,00 €"
2018,Trim 4,décembre,Iroko Apartment Morzine,1838,,,,1,
2018,Trim 4,décembre,Iroko Apartment Morzine,902,"€ 780,00","12,50 %",48.75,1,"130,00 €"
2018,Trim 4,décembre,Karri Apartment Morzine,1113,"€ 1565,04","18,75 %",97.815,1,"521,68 €"
2018,Trim 4,décembre,Karri Apartment Morzine,1262,"€ 405,97","6,25 %",25.3731,1,"58,00 €"
2018,Trim 4,décembre,Karri Apartment Morzine,1837,,,,1,
2018,Trim 4,décembre,Karri Apartment Morzine,1853,,,,1,
2018,Trim 4,décembre,Karri Apartment Morzine,2048,,,,1,
2018,Trim 4,décembre,Kauri Apartment Morzine,1221,"€ 2738,20","25,00 %",171.1375,1,"684,55 €"
2018,Trim 4,décembre,Kauri Apartment Morzine,1411,"€ 1325,46","12,50 %",82.8413,1,"331,37 €"
2018,Trim 4,décembre,Kauri Apartment Morzine,1735,,,,1,
2018,Trim 4,décembre,Le Rouge Chalet Morzine,1244,"€ 4949,08","13,79 %",170.6579,1,"1237,27 €"
2018,Trim 4,décembre,Le Rouge Chalet Morzine,1540,,,,1,
2018,Trim 4,décembre,Le Rouge Chalet Morzine,1598,"€ 1252,72","6,90 %",43.1972,1,"626,36 €"
2018,Trim 4,décembre,Le Rouge Chalet Morzine,1708,"€ 941,00","6,90 %",32.4483,1,"470,50 €"
2018,Trim 4,décembre,Le Rouge Chalet Morzine,1736,,,,1,
2018,Trim 4,décembre,Le Rouge Chalet Morzine,1854,,,,1,
2018,Trim 4,décembre,Le Rouge Chalet Morzine,276,,,,1,
2018,Trim 4,décembre,Le Rouge Chalet Morzine,788,"€ 7423,62","20,69 %",255.9869,1,"1060,52 €"
2018,Trim 4,décembre,Lovoa Apartment Morzine,1228,"€ 1560,00","25,00 %",97.5,1,"390,00 €"
2018,Trim 4,décembre,Lovoa Apartment Morzine,1276,"€ 1560,00","25,00 %",97.5,1,"390,00 €"
2018,Trim 4,décembre,Lovoa Apartment Morzine,1806,,,,1,
2018,Trim 4,décembre,Lovoa Apartment Morzine,1839,,,,1,
2018,Trim 4,décembre,Lovoa Apartment Morzine,1852,,,,1,
2018,Trim 4,décembre,Lovoa Apartment Morzine,2022,"€ 781,82","12,50 %",48.8638,1,"390,91 €"
2018,Trim 4,décembre,Meranti Apartment Morzine,1176,"€ 1814,56","25,00 %",113.41,1,"453,64 €"
2018,Trim 4,décembre,Meranti Apartment Morzine,1407,,,,1,
2018,Trim 4,décembre,Meranti Apartment Morzine,1734,,,,1,
2018,Trim 4,décembre,Meranti Apartment Morzine,1748,"€ 772,72","12,50 %",48.295,1,"386,36 €"
2018,Trim 4,décembre,Meranti Apartment Morzine,1799,,,,1,
2018,Trim 4,décembre,Meranti Apartment Morzine,1840,,,,1,
2018,Trim 4,décembre,Meranti Apartment Morzine,1867,,,,1,
2018,Trim 4,décembre,Meranti Apartment Morzine,1884,"€ 729,10","12,50 %",45.5688,1,"364,55 €"
2018,Trim 4,décembre,Meranti Apartment Morzine,1896,,,,1,
2018,Trim 4,décembre,Meranti Apartment Morzine,2031,,,,1,
2018,Trim 4,décembre,Moulin 1,1326,"€ 1031,65","3,45 %",35.5741,1,"257,91 €"
2018,Trim 4,décembre,Moulin 1,1404,"€ 5255,58","20,69 %",181.2269,1,"875,93 €"
2018,Trim 4,décembre,Moulin 2,1160,"€ 2919,75","10,34 %",100.681,1,"729,94 €"
2018,Trim 4,décembre,Moulin 2,1520,"€ 2631,81","10,34 %",90.7521,1,"877,27 €"
2018,Trim 4,décembre,Moulin 2,1920,"€ 2631,81","10,34 %",90.7521,1,"877,27 €"
2018,Trim 4,décembre,Moulin 3,1090,"€ 2063,64","6,90 %",71.16,1,"294,81 €"
2018,Trim 4,décembre,Moulin 3,1201,"€ 6190,92","20,69 %",213.48,1,"1031,82 €"
2018,Trim 4,décembre,Moulin 3,1868,,,,1,
2018,Trim 4,décembre,Moulin 3,1923,,,,1,
2018,Trim 4,décembre,Moulin 3,1942,,,,1,
2018,Trim 4,décembre,Omaroo I Morzine,1597,"€ 2352,74","13,79 %",81.129,1,"588,19 €"
2018,Trim 4,décembre,Omaroo I Morzine,1599,"€ 1045,46","6,90 %",36.0503,1,"522,73 €"
2018,Trim 4,décembre,Omaroo I Morzine,1829,,,,1,
2018,Trim 4,décembre,Omaroo I Morzine,1925,,,,1,
2018,Trim 4,décembre,Omaroo I Morzine,752,"€ 8759,25","31,03 %",302.0431,1,"875,93 €"
2018,Trim 4,décembre,Omaroo Il Morzine,1603,"€ 999,46","6,90 %",34.4641,1,"499,73 €"
2018,Trim 4,décembre,Omaroo Il Morzine,674,"€ 5050,88","24,14 %",174.1683,1,"721,55 €"
2018,Trim 4,décembre,Omaroo Il Morzine,802,"€ 3098,20","13,79 %",106.8345,1,"774,55 €"
2018,Trim 4,décembre,Sugi Apartment Morzine,1178,"€ 4250,00","31,25 %",265.625,1,"850,00 €"
2018,Trim 4,décembre,Sugi Apartment Morzine,1192,"€ 1700,00","12,50 %",106.25,1,"850,00 €"
2018,Trim 4,décembre,Sugi Apartment Morzine,1337,"€ 2550,00","18,75 %",159.375,1,"850,00 €"
2018,Trim 4,décembre,Sugi Apartment Morzine,1839,,,,1,
2018,Trim 4,décembre,Sugi Apartment Morzine,1849,,,,1,
2018,Trim 4,décembre,Sugi Apartment Morzine,1941,,,,1,
2018,Trim 4,décembre,Takian Apartment Morzine,1026,,,,1,
2018,Trim 4,décembre,Takian Apartment Morzine,1171,"€ 3070,92","37,50 %",191.9325,1,"438,70 €"
2018,Trim 4,décembre,Takian Apartment Morzine,1972,,,,1,
2018,Trim 4,décembre,Takian Apartment Morzine,755,,,,1,
2019,Trim 1,janvier,Abachi,1641,"€ 4301,82","9,68 %",138.7684,1,"1433,94 €"
2019,Trim 1,janvier,Abachi,1679,"€ 2790,90","6,45 %",90.029,1,"1395,45 €"
2019,Trim 1,janvier,Abachi,1690,"€ 2000,00","6,45 %",64.5161,1,"1000,00 €"
2019,Trim 1,janvier,Abachi,2272,,,,1,
2019,Trim 1,janvier,Agba Apartment Morzine,1102,"€ 1614,90","9,68 %",52.0935,1,"538,30 €"
2019,Trim 1,janvier,Agba Apartment Morzine,1230,"€ 519,44","12,90 %",16.7561,1,"74,21 €"
2019,Trim 1,janvier,Agba Apartment Morzine,1273,"€ 538,30","3,23 %",17.3645,1,"179,43 €"
2019,Trim 1,janvier,Agba Apartment Morzine,1417,,,,1,
2019,Trim 1,janvier,Agba Apartment Morzine,1533,,,,1,
2019,Trim 1,janvier,Agba Apartment Morzine,2286,"€ 973,80","12,90 %",31.4129,1,"243,45 €"
2019,Trim 1,janvier,Agba Apartment Morzine,745,"€ 1712,73","9,68 %",55.2494,1,"570,91 €"
2019,Trim 1,janvier,Ayan Apartment Morzine,1294,"€ 791,01","6,67 %",26.367,1,"197,75 €"
2019,Trim 1,janvier,Ayan Apartment Morzine,1426,"€ 2012,72","13,33 %",67.0907,1,"503,18 €"
2019,Trim 1,janvier,Ayan Apartment Morzine,1742,"€ 3801,82","20,00 %",126.7273,1,"633,64 €"
2019,Trim 1,janvier,Ayan Apartment Morzine,2213,,,,1,
2019,Trim 1,janvier,Ayan Apartment Morzine,744,"€ 1712,73","10,00 %",57.091,1,"570,91 €"
2019,Trim 1,janvier,Catalpa Apartment Morzine,1163,"€ 453,64","3,23 %",14.6335,1,"90,73 €"
2019,Trim 1,janvier,Catalpa Apartment Morzine,1281,"€ 1260,91","16,13 %",40.6745,1,"252,18 €"
2019,Trim 1,janvier,Catalpa Apartment Morzine,1335,"€ 1031,80","12,90 %",33.2839,1,"257,95 €"
2019,Trim 1,janvier,Catalpa Apartment Morzine,1408,"€ 1193,44","12,90 %",38.4981,1,"298,36 €"
2019,Trim 1,janvier,Catalpa Apartment Morzine,1654,"€ 1360,92","9,68 %",43.9006,1,"453,64 €"
2019,Trim 1,janvier,Ipê Apartment Morzine,1202,"€ 736,36","6,45 %",23.7535,1,"368,18 €"
2019,Trim 1,janvier,Ipê Apartment Morzine,1308,"€ 980,91","9,68 %",31.6423,1,"326,97 €"
2019,Trim 1,janvier,Ipê Apartment Morzine,1508,"€ 1090,81","12,90 %",35.1874,1,"272,70 €"
2019,Trim 1,janvier,Ipê Apartment Morzine,2143,"€ 1290,90","12,90 %",41.6419,1,"322,73 €"
2019,Trim 1,janvier,Ipê Apartment Morzine,2156,,,,1,
2019,Trim 1,janvier,Ipê Apartment Morzine,686,"€ 1934,56","12,90 %",62.4052,1,"276,37 €"
2019,Trim 1,janvier,Iroko Apartment Morzine,1028,"€ 1086,35","12,90 %",35.0435,1,"271,59 €"
2019,Trim 1,janvier,Iroko Apartment Morzine,1353,"€ 789,99","9,68 %",25.4835,1,"263,33 €"
2019,Trim 1,janvier,Iroko Apartment Morzine,1394,,,,1,
2019,Trim 1,janvier,Iroko Apartment Morzine,1405,"€ 493,63","6,45 %",15.9235,1,"123,41 €"
2019,Trim 1,janvier,Iroko Apartment Morzine,737,"€ 1086,35","12,90 %",35.0435,1,"271,59 €"
2019,Trim 1,janvier,Iroko Apartment Morzine,738,"€ 888,17","12,90 %",28.6506,1,"222,04 €"
2019,Trim 1,janvier,Iroko Apartment Morzine,902,"€ 1560,00","12,90 %",50.3226,1,"260,00 €"
2019,Trim 1,janvier,Karri Apartment Morzine,1262,"€ 2435,83","19,35 %",78.5752,1,"347,98 €"
2019,Trim 1,janvier,Karri Apartment Morzine,1286,"€ 918,19","9,68 %",29.619,1,"306,06 €"
2019,Trim 1,janvier,Karri Apartment Morzine,1399,"€ 1376,37","16,13 %",44.399,1,"275,27 €"
2019,Trim 1,janvier,Karri Apartment Morzine,1578,"€ 890,91","12,90 %",28.739,1,"222,73 €"
2019,Trim 1,janvier,Karri Apartment Morzine,1712,"€ 380,91","3,23 %",12.2874,1,"126,97 €"
2019,Trim 1,janvier,Karri Apartment Morzine,2307,,,,1,
2019,Trim 1,janvier,Karri Apartment Morzine,767,"€ 1033,64","9,68 %",33.3432,1,"344,55 €"
2019,Trim 1,janvier,Kauri Apartment Morzine,1274,"€ 509,09","3,23 %",16.4223,1,"169,70 €"
2019,Trim 1,janvier,Kauri Apartment Morzine,1411,"€ 1325,46","6,45 %",42.7568,1,"331,37 €"
2019,Trim 1,janvier,Kauri Apartment Morzine,1500,,,,1,
2019,Trim 1,janvier,Kauri Apartment Morzine,1735,"€ 1341,80","12,90 %",43.2839,1,"335,45 €"
2019,Trim 1,janvier,Kauri Apartment Morzine,2162,,,,1,
2019,Trim 1,janvier,Kauri Apartment Morzine,2251,,,,1,
2019,Trim 1,janvier,Kauri Apartment Morzine,688,"€ 2079,08","16,13 %",67.0671,1,"415,82 €"
2019,Trim 1,janvier,Kauri Apartment Morzine,698,"€ 1889,10","9,68 %",60.9387,1,"629,70 €"
2019,Trim 1,janvier,Kauri Apartment Morzine,955,"€ 1559,88","9,68 %",50.3187,1,"519,96 €"
2019,Trim 1,janvier,Le Rouge Chalet Morzine,1079,"€ 2510,00","9,68 %",80.9677,1,"836,67 €"
2019,Trim 1,janvier,Le Rouge Chalet Morzine,1086,"€ 3416,36","9,68 %",110.2052,1,"1138,79 €"
2019,Trim 1,janvier,Le Rouge Chalet Morzine,1271,"€ 1304,06","6,45 %",42.0665,1,"326,02 €"
2019,Trim 1,janvier,Le Rouge Chalet Morzine,1540,"€ 3090,89","16,13 %",99.7061,1,"618,18 €"
2019,Trim 1,janvier,Le Rouge Chalet Morzine,1862,,,,1,
2019,Trim 1,janvier,Le Rouge Chalet Morzine,2290,,,,1,
2019,Trim 1,janvier,Le Rouge Chalet Morzine,2316,"€ 1430,90","6,45 %",46.1581,1,"715,45 €"
2019,Trim 1,janvier,Le Rouge Chalet Morzine,276,"€ 2871,81","9,68 %",92.639,1,"957,27 €"
2019,Trim 1,janvier,Le Rouge Chalet Morzine,788,"€ 1237,27","3,23 %",39.9119,1,"176,75 €"
2019,Trim 1,janvier,Le Rouge Chalet Morzine,866,"€ 1882,00","6,45 %",60.7097,1,"941,00 €"
2019,Trim 1,janvier,Lovoa Apartment Morzine,1210,"€ 1086,35","13,33 %",36.2117,1,"271,59 €"
2019,Trim 1,janvier,Lovoa Apartment Morzine,1366,"€ 1086,35","13,33 %",36.2117,1,"271,59 €"
2019,Trim 1,janvier,Lovoa Apartment Morzine,2019,"€ 594,54","10,00 %",19.818,1,"198,18 €"
2019,Trim 1,janvier,Lovoa Apartment Morzine,2022,,"0,00 %",,1,
2019,Trim 1,janvier,Lovoa Apartment Morzine,2412,,,,1,
2019,Trim 1,janvier,Lovoa Apartment Morzine,661,"€ 1181,37","13,33 %",39.379,1,"295,34 €"
2019,Trim 1,janvier,Lovoa Apartment Morzine,840,"€ 1856,36","16,67 %",61.8787,1,"371,27 €"
2019,Trim 1,janvier,Lovoa Apartment Morzine,870,"€ 889,08","10,00 %",29.636,1,"296,36 €"
2019,Trim 1,janvier,Meranti Apartment Morzine,1176,,"0,00 %",,1,
2019,Trim 1,janvier,Meranti Apartment Morzine,1407,"€ 1193,44","12,90 %",38.4981,1,"298,36 €"
2019,Trim 1,janvier,Meranti Apartment Morzine,1409,,,,1,
2019,Trim 1,janvier,Meranti Apartment Morzine,1431,"€ 789,07","12,90 %",25.4539,1,"197,27 €"
2019,Trim 1,janvier,Meranti Apartment Morzine,1552,,,,1,
2019,Trim 1,janvier,Meranti Apartment Morzine,1896,"€ 916,36","12,90 %",29.56,1,"229,09 €"
2019,Trim 1,janvier,Meranti Apartment Morzine,2031,"€ 653,28","9,68 %",21.0735,1,"217,76 €"
2019,Trim 1,janvier,Meranti Apartment Morzine,659,"€ 378,18","3,23 %",12.1994,1,"189,09 €"
2019,Trim 1,janvier,Meranti Apartment Morzine,779,"€ 1705,47","12,90 %",55.0152,1,"426,37 €"
2019,Trim 1,janvier,Meranti Apartment Morzine,962,"€ 1033,65","9,68 %",33.3435,1,"344,55 €"
2019,Trim 1,janvier,Moulin 1,1326,"€ 3094,95","10,34 %",106.7224,1,"773,74 €"
2019,Trim 1,janvier,Moulin 1,1459,"€ 1816,37","6,90 %",62.6334,1,"908,19 €"
2019,Trim 1,janvier,Moulin 1,1622,"€ 1454,54","6,90 %",50.1566,1,"727,27 €"
2019,Trim 1,janvier,Moulin 1,1646,"€ 1454,54","6,90 %",50.1566,1,"727,27 €"
2019,Trim 1,janvier,Moulin 1,1688,"€ 2178,19","13,79 %",75.11,1,"544,55 €"
2019,Trim 1,janvier,Moulin 1,2078,"€ 688,23","3,45 %",23.7321,1,"344,12 €"
2019,Trim 1,janvier,Moulin 2,1077,"€ 3880,01","13,79 %",133.7934,1,"970,00 €"
2019,Trim 1,janvier,Moulin 2,1160,"€ 973,25","3,45 %",33.5603,1,"243,31 €"
2019,Trim 1,janvier,Moulin 2,1240,"€ 1972,94","10,34 %",68.0324,1,"657,65 €"
2019,Trim 1,janvier,Moulin 2,1524,"€ 2661,80","17,24 %",91.7862,1,"532,36 €"
2019,Trim 1,janvier,Moulin 2,1687,"€ 1938,18","10,34 %",66.8338,1,"646,06 €"
2019,Trim 1,janvier,Moulin 2,2073,"€ 2917,25","17,24 %",100.5948,1,"583,45 €"
2019,Trim 1,janvier,Moulin 2,2079,,,,1,
2019,Trim 1,janvier,Moulin 2,2139,,,,1,
2019,Trim 1,janvier,Moulin 2,2231,,,,1,
2019,Trim 1,janvier,Moulin 3,1090,"€ 4911,83","17,24 %",169.3734,1,"701,69 €"
2019,Trim 1,janvier,Moulin 3,1241,"€ 1972,94","10,34 %",68.0324,1,"657,65 €"
2019,Trim 1,janvier,Moulin 3,1499,"€ 1569,10","6,90 %",54.1069,1,"784,55 €"
2019,Trim 1,janvier,Moulin 3,1666,"€ 1593,64","10,34 %",54.9531,1,"531,21 €"
2019,Trim 1,janvier,Moulin 3,1686,"€ 1938,18","10,34 %",66.8338,1,"646,06 €"
2019,Trim 1,janvier,Moulin 3,2191,"€ 655,45","3,45 %",22.6017,1,"218,48 €"
2019,Trim 1,janvier,Omaroo I Morzine,1034,"€ 3105,76","20,00 %",103.5253,1,"443,68 €"
2019,Trim 1,janvier,Omaroo I Morzine,1422,"€ 4402,74","16,67 %",146.758,1,"880,55 €"
2019,Trim 1,janvier,Omaroo I Morzine,1541,"€ 1480,30","6,67 %",49.3433,1,"740,15 €"
2019,Trim 1,janvier,Omaroo I Morzine,1925,"€ 1576,35","10,00 %",52.545,1,"525,45 €"
2019,Trim 1,janvier,Omaroo I Morzine,2252,,,,1,
2019,Trim 1,janvier,Omaroo I Morzine,2322,"€ 1574,54","6,67 %",52.4847,1,"787,27 €"
2019,Trim 1,janvier,Omaroo I Morzine,621,"€ 3392,71","13,33 %",113.0903,1,"848,18 €"
2019,Trim 1,janvier,Omaroo I Morzine,752,"€ 973,25","3,33 %",32.4417,1,"97,33 €"
2019,Trim 1,janvier,Omaroo Il Morzine,1190,"€ 2956,13","19,35 %",95.359,1,"492,69 €"
2019,Trim 1,janvier,Omaroo Il Morzine,1191,"€ 2323,65","9,68 %",74.9565,1,"774,55 €"
2019,Trim 1,janvier,Omaroo Il Morzine,1542,"€ 1232,00","6,45 %",39.7419,1,"616,00 €"
2019,Trim 1,janvier,Omaroo Il Morzine,1590,"€ 869,10","6,45 %",28.0355,1,"434,55 €"
2019,Trim 1,janvier,Omaroo Il Morzine,2369,,,,1,
2019,Trim 1,janvier,Omaroo Il Morzine,623,"€ 2083,65","9,68 %",67.2145,1,"694,55 €"
2019,Trim 1,janvier,Omaroo Il Morzine,802,,"0,00 %",,1,
2019,Trim 1,janvier,Omaroo Il Morzine,868,"€ 2550,90","16,13 %",82.2871,1,"510,18 €"
2019,Trim 1,janvier,Sugi Apartment Morzine,1192,,"0,00 %",,1,
2019,Trim 1,janvier,Sugi Apartment Morzine,1272,"€ 609,93","3,23 %",19.6752,1,"203,31 €"
2019,Trim 1,janvier,Sugi Apartment Morzine,1371,"€ 4046,35","16,13 %",130.5274,1,"809,27 €"
2019,Trim 1,janvier,Sugi Apartment Morzine,1926,"€ 1625,44","12,90 %",52.4335,1,"406,36 €"
2019,Trim 1,janvier,Sugi Apartment Morzine,1941,"€ 1219,08","9,68 %",39.3252,1,"406,36 €"
2019,Trim 1,janvier,Sugi Apartment Morzine,2056,,,,1,
2019,Trim 1,janvier,Sugi Apartment Morzine,2181,,,,1,
2019,Trim 1,janvier,Sugi Apartment Morzine,404,"€ 945,46","6,45 %",30.4987,1,"472,73 €"
2019,Trim 1,janvier,Sugi Apartment Morzine,689,"€ 2585,45","16,13 %",83.4016,1,"517,09 €"
2019,Trim 1,janvier,Sugi Apartment Morzine,956,"€ 1939,08","9,68 %",62.551,1,"646,36 €"
2019,Trim 1,janvier,Takian Apartment Morzine,1026,"€ 1344,54","12,90 %",43.3723,1,"336,14 €"
2019,Trim 1,janvier,Takian Apartment Morzine,1152,"€ 647,27","6,45 %",20.8797,1,"161,82 €"
2019,Trim 1,janvier,Takian Apartment Morzine,1171,"€ 511,82","3,23 %",16.5103,1,"73,12 €"
2019,Trim 1,janvier,Takian Apartment Morzine,1345,"€ 1694,60","16,13 %",54.6645,1,"338,92 €"
2019,Trim 1,janvier,Takian Apartment Morzine,1383,"€ 1165,44","12,90 %",37.5948,1,"291,36 €"
2019,Trim 1,janvier,Takian Apartment Morzine,2218,,,,1,
2019,Trim 1,janvier,Takian Apartment Morzine,2308,,,,1,
2019,Trim 1,janvier,Takian Apartment Morzine,2335,,,,1,
2019,Trim 1,janvier,Takian Apartment Morzine,755,"€ 2212,18","12,90 %",71.3606,1,"553,05 €"
2019,Trim 1,janvier,Takian Apartment Morzine,771,"€ 1553,65","16,13 %",50.1177,1,"310,73 €"
2019,Trim 1,janvier,Takian Apartment Morzine,775,"€ 225,45","3,23 %",7.2726,1,"225,45 €"
2019,Trim 1,février,Abachi,1570,"€ 9927,26","25,00 %",354.545,1,"1418,18 €"
